title
附属华东医院
卫生部抗生素临床药理重点实验室
PET中心
产瘫诊治中心
风湿、免疫、过敏性疾病研究中心
复旦-牛津功能磁共振研究中心
国家抗感染新药临床实验研究中心
核医学研究所
脊柱外科中心
检测中心
抗生素研究所
泌尿外科研究所
脑血管病诊治中心
内分泌与糖尿病研究所
皮肤病学研究所
器官移植研究所
疝病中心
上海市手外科研究所
上海市周围神经显微外科重点实验室
神经病学研究所
神经康复中心
神经外科研究所
神经肿瘤中心
肾脏病研究所
睡眠障碍诊治中心
糖尿病防治研究中心
卫生部手功能重建重点实验室
卫生部上海临床药学研究培训中心
消化病研究所
消化疾病研究所
医学功能与分子影像研究所
中西医结合研究所
肿瘤转移研究所
B超室
病理科
超声医学科
传染科
放射科
风湿职业病科
骨科
检验科
教育处
精神医学科
康复科
口腔科
泌尿科
内分泌科
内科
皮肤科
普外科
神经内科
神经外科
肾内科
手外科
消化科
心内科
血液科
眼科
胰腺外科
运动医学科
中西医结合科
中心实验室
中医科
附属华山医院
科教科
附属金山医院
附属精神卫生中心（筹）
附属静安区中心医院（筹）
附属口腔医院（筹）
附属闵行区中心医院（筹）
附属浦东医院
附属青浦区中心医院（筹）
复旦大学血液病中心
中心ICU
儿科教研室
妇产科教研室
护理教研室
急诊教研室
检验、病理教研室
科教科
麻醉教研室
内科教研室
全科教研室
神经内科
肾内科
外科教研室
眼、耳鼻、口腔教研室
药剂教研室
影像教研室
中医教研室
附属上海市第五人民医院
附属小学
卫生部近视眼及相关眼病重点实验室
卫生部听觉医学重点实验室
耳鼻喉科研究所
上海市视觉损害与重建重点实验室（筹）
上海市听觉医学研究所
眼科研究所
病理科
耳鼻喉科
耳鼻喉科研究院
放射科
检验科
教育科
实验中心
眼科
眼科研究院
附属眼耳鼻喉科医院
卫生部病毒性心脏病重点实验室
癌变与侵袭原理教育部重点实验室
超声医学与工程研究所
复旦大学临床生物信息学研究中心
复旦-依拉斯姆斯研究中心
肝癌研究所
国家新药临床试验研究中心
慢性代谢性疾病研究所
内镜诊疗研究所
内窥镜诊疗研究中心
普通外科研究所
器官移植实验室
器官移植中心
上海市肝病研究所
上海市呼吸病研究所
上海市临床营养研究中心
上海市器官移植重点实验室
上海市肾病与透析研究所
上海市心血管病研究所
上海市影像医学研究所
上海市中西医结合康复医学研究所
上海消化内镜诊疗工程技术研究中心
上海心脏瓣膜研究中心
肾脏疾病与血液净化实验室
体检中心
显微外科实验室
心血管介入治疗技术与器械教育部工程研究中心
血管外科研究所
循症医学中心
医疗器械研究中心
影像学研究中心
病理科
超声心动图
泛血管医学研究院
放射科
骨科
呼吸科
教育处
康复科
老年医学研究中心
麻醉科
泌尿科
内分泌科
普外科
全科
神经内科
肾内科
实验中心
消化科
心外科
胸外科
血管外科
影像医学科
整形外科
中西医结合科
附属中山医院
附属中学
鼻咽癌诊治中心
病理学研究所
大肠癌诊治中心
放射治疗中心
甲状腺肿瘤诊治研究中心
前列腺肿瘤诊治研究中心
乳腺癌研究中心
上海市分子影像探针工程技术研究中心
上海市乳腺癌临床医疗中心
上海市乳腺肿瘤重点实验室
上海市肿瘤放疗医学中心
生物医学影像研究中心
胰腺肿瘤研究所
质子重离子中心
肿瘤研究所
病理科
大肠外科
放射科
妇科
腹部外科
核医学科
科教科
泌尿外科
乳腺外科
头颈外科
胃及软组织外科
胸外科
中心实验室
肿瘤内科
附属肿瘤医院
复旦大学
法务、信访办公室
复旦大学办公室
复旦泛海国际金融学院
复旦新培晶临床分子研究中心
复旦学院（本科生院）
创新创业学院
招生办公室
综合事务办公室
教材服务中心
教师教学发展中心
教务处
克卿书院
培养与教学质量管理办公室
任重书院
实验与实践教学办公室
书院办公室
腾飞书院
通识教育研究中心
希德书院
现代教育技术中心
学务管理办公室
志德书院
改革与校外合作办公室
高等教育研究所
《复旦教育论坛》编辑部
比较高等教育研究室
大学后勤管理研究室
高等教育管理研究室
高等教育情报研究室
高校保卫学研究室
企业教育研究中心
儒学文化研究中心
高等学术研究院
高分子科学系
复旦-福莱姆高性能涂料研发中心
高分子科学研究所
聚合物分子工程国家重点实验室
医用高分子材料与器件研究开发中心
工程与应用技术研究院
公共管理与公共政策研究国家哲学社会科学创新基地
公共卫生学院
艾滋病研究中心
儿童青少年卫生学教研室
妇幼卫生学教研室
复旦-家化皮肤生理毒理联合实验室
公共卫生安全教育部重点实验室
公共卫生学院办公室
环境卫生学教研室
健康传播研究所
健康行为与健康教育教研室
健康领域重大社会问题治理
劳动保护用品研究所
劳动卫生学教研室
利宝互助职业安全研究中心
流行病学教研室
浦东预防医学研究院
全球健康研究所
热带病学研究中心
生物安全实验室
食物毒理与保健食品功能检测中心
世界卫生组织职业卫生合作中心（上海）
卫生部卫生技术评估重点实验室
卫生发展战略研究中心
卫生法学与卫生监督教研室
卫生化学教研室
卫生事业管理学教研室
卫生统计与社会医学教研室
卫生微生物学教研室
卫生经济学教研室
医学技术评估中心
医学教育研究所
医院管理学教研室
医院管理研究所
营养食品研究中心
营养与食品卫生学教研室
预防医学教研室
预防医学研究所
职业卫生与毒理学教研室
中国残疾问题研究中心
中美联合临床分子医学研究中心
药物经济学研究与评估中心
古籍整理研究所
中国学研究中心
管理学院
《研究与发展管理》编辑部
EMBA办公室
MBA办公室
财务金融系
产业经济学系
创业与创业投资研究中心
电子商务研究中心
东方管理研究中心
服务营销与服务管理研究中心
复奥体育产业中心
复旦-花旗管理研究中心
管理科学系
教务办公室
管理学院办公室
国际企业管理研究中心
沪港管理学院
会计学系
金融工程实验室
金融与资本市场研究中心
产业经济研究所
挪威MBA办公室
企业发展与管理创新研究中心
企业管理系
企业管理研究所
企业人力资源管理研究所
上海产业结构调整
经济管理研究所
市场营销系
统计学系
现代物流管理研究中心
信息管理与信息系统系
信息管理中心
信息系统实验室
研究生教育管理办公室
职业发展中心
质量管理研究所
中澳合作马锦明国际管理研究中心
中国市场营销研究中心
住房政策研究中心
上海市数量经济和运筹学研究所
国际关系与公共事务学院
MPA办公室
比较政治制度、基层政权与社区治理
陈树渠比较政治发展研究中心
城市治理比较研究中心
党的建设理论与实践
党建与国家发展研究中心
复旦-杜克全球社会政治态度研究中心
复旦-腾讯网络空间安全研究中心（筹）
复杂决策分析中心
公共行政系
公共预算与绩效评价中心
公私合作治理研究中心
共青团中央中国特色社会主义理论体系研究中心研究基地
国际战略研究所
国际政治系
国家应急能力研究中心
行政体制改革与服务型政府建设研究
基层社会与政权建设研究中心
加拿大公共政策研究中心
国际经济与政治研究中心
青年组织与公民社会研究中心
上海市科技创新与公共管理研究中心
台湾研究中心
选举与人大制度研究中心
政府与市场研究中心
政治学系
政治哲学研究中心
中国电子政府与行政研究中心
中国公共政策研究中心
中国公务员研究中心
中国政府与政治研究中心
中外人文交流研究中心
宗教与中国国家安全研究中心
经济政策与企业战略研究中心
国际文化交流学院
国际问题研究院
巴基斯坦研究中心
朝鲜韩国研究中心
俄罗斯与东欧研究中心
俄罗斯中亚研究中心
法国研究中心
韩国研究中心
拉丁美洲研究室
联合国与国际组织研究中心
美国研究国家哲学社会科学创新基地
美国研究中心
南亚研究中心
欧洲问题研究中心
日本研究中心
上海合作组织研究中心
亚太区域合作与治理研究中心
中俄人文交流研究中心
中国发展模式研究中心
中国外交研究中心
中国与周边国家关系研究中心
中美人文交流研究中心
中欧关系研究中心
中英人文交流研究中心
国外马克思主义与国外思潮研究国家哲学社会科学创新基地
行政文秘办公室
航空航天系
力学与工程仿真研究所
生物力学研究所
后勤办公室
爱卫会
红十字会
南区区长办公室
修缮管理办公室
后勤党委
护理学院
护理教学实践中心
基础护理教研室
教学医院教研室
内儿护理教研室
外妇护理教研室
文化教研室
医学基础教研室
化学系
创新科学仪器教育部工程研究中心
分析化学
分子合成与识别科学中心
复旦豹王电化学能源研究中心
复旦-博雅制药工程联合实验室
复旦-大恒-金马特种电源研发中心
复旦大学-桐乡动力电池研发中心
复旦-华药药物合成化学联合实验室
复旦-华谊创新材料研发中心
复旦-久岳合作研究中心
复旦科恒发光材料研究中心
复旦-圣比和新电源技术研发中心
复旦天臣创新技术研发中心
复旦永宁药物化学研究中心
复旦-浙江天宇药业联合开发实验室
化学教学实验中心
化学系办公室
激光化学研究所
精细化学三爱思研发基地
上海焦化复旦催化研究中心
上海市分子催化与功能材料重点实验室
上海市化学教育教学研究基地（中学化学）
上硫复旦有机催化工程研究中心
天臣创新技术研发中心
无机化学
物理化学
先进仪器制造教育部工程研究中心
新型分子筛吸附材料联合实验室
应用化学研究所
有机化学
环境科学与工程系
复旦-盐城环保与信息化研发中心
城市环境管理研究中心
城市生态规划与设计研究中心
大气化学研究中心
复旦-碧水蓝天环境污染控制工程联合研究中心实验室
复旦丁铎尔中心
复旦-派力迪污染控制工程研究中心
环境科学研究所
环境科学研究中心
流域污染控制研究中心
上海市大气颗粒物污染防治重点实验室
温室气体研究中心
国土资源经济研究中心
环境科学与工程学院（筹）
机关党工委
机关党委
机关总支
基本建设处
材料管理办公室
工程管理办公室
规划技术办公室
修缮管理办公室
综合管理办公室
基础医学院
《复旦学报（医学版）》编辑部
《国外医学》微生物学分册编辑部
《微生物与感染》编辑部
病理学系
病原生物学系
电镜室
法医学系
分子遗传研究室
病毒性肝炎研究中心
病原微生物研究所
基础医学院办公室
代谢分子医学实验室
解剖与组织胚胎学系
分子医学教育部重点实验室
分子影像研究中心
复旦大学-阿尔伯塔大学持续性感染研究中心
免疫学系
复旦-锦波功能蛋白联合研究中心实验室
干细胞和组织工程研究中心
基础医学研究所
基因研究中心
神经生物学系
临床技能学习中心
生理与病理生理学系
临床疼痛研究中心
生物化学与分子生物学系
免疫生物学研究所
三级生物安全防护实验室
上海市基因与疫苗研究中心
细胞与遗传医学系
上海市医学图像处理与计算机辅助手术重点实验室
药理学系
上海中国遗传医学研究中心
肾脏与高血压研究中心
医学教育研究室
生物治疗研究中心
数字医学研究中心
卫生部糖复合物重点实验室
循证医学中心
中西医结合系
药理研究中心
医学分子病毒学教育部及卫生部重点实验室
医学技术评估研究中心
医学实验教学中心
医学图象处理与计算机辅助手术实验室
针刺原理研究所
基础医学实验教学中心
基地班
计算机科学技术学院
IBM技术中心
复旦-盐城环保与信息化研发中心
Web与服务计算实验室
并行处理研究所
复旦大学航空航天数据研究中心
复旦-华夏信息技术联合实验室
复旦-弥亚能源信息技术联合研发中心
复旦-南商智能机器人联合研究中心实验室
复旦-万达信息大数据研究中心实验室
复旦-众安科技区块链与信息安全联合实验室
高端计算中心
公共绩效与信息化研究中心
国家保密学院
国家高性能计算中心（上海）
航空航天数据研究中心
计算机辅助设计中心
计算机基础教研室
计算机科学技术学院办公室
计算机科学研究所
计算机科学与工程系
计算机实验教学中心
计算机网络与信息工程中心
计算机与信息技术系
计算中心
媒体计算研究所
上海（国际）数据库研究中心
上海东方计算机网络测试实验室
上海东方计算机网络认证中心
上海市数据科学重点实验室
上海市智能信息处理重点实验室
社会计算研究中心
数据管理与集成实验室
数据科学实验室
数据科学研究中心
数据库与海量信息处理实验室
图形图像与信号研究所
网络技术研究中心
网络空间安全研究中心
网络信息安全审计与监控教育部工程研究中心
网络与信息工程中心
协同信息与系统实验室
移动数据管理实验室
智能信息处理实验室
计算科学与工程研究中心
计算系统生物学中心
纪律检查委员会、监察处、审计处
纪律检查委员会办公室、监察处
党风廉政办公室
行政监察办公室
纪律检查委员会办公室
监察处
信访案件办公室
技术科学与工程学院
继续教育学院
健康领域社会风险治理协同创新中心
江苏省原子医学研究所
江湾校区管理委员会
江湾校区管理委员会办公室
行政管理办公室
校园管理办公室
资产管理办公室
综合保障办公室
江湾校区建设办公室
非学历教育管理办公室
教学管理办公室
教学研究办公室
语言文字工作委员会
注册考务中心
经济学院
《世界经济情况》编辑部
《世界经济文汇》编辑部
安盛/国卫-复旦保险研究中心
保险系
保险研究中心
博弈论与数量经济研究中心
产业发展研究中心
产业与区域经济研究中心
泛海书院
房地产经济研究中心
复旦大学-杜伦大学联合金融研究中心
复旦大学-全国市长培训中心城市经济研究所
复旦-斯坦福金融科技与安全研究院
公共经济学系
公共经济研究中心
国际保险研究所
国际金融系
国际金融研究中心
国际矿业权交易与国家资源安全研究中心
国际贸易研究中心
荷兰研究中心
沪港WTO与中国发展联合研究中心
华商研究中心
环境经济研究中心
会展与服务经济研究中心
货币金融研究中心
金融研究院
经济思想与经济史研究所
经济学系
就业与社会保障研究中心
可持续发展研究中心
老年经济学研究所
论坛发展研究中心
绿庭新兴金融业态研究中心
能源经济与战略研究中心
企业研究所
上海市物价研究所
上海自贸区研究院
社会主义经济研究所
世界经济系
世界经济研究所
数据产业研究中心
新世纪经济研究所
新兴市场经济研究中心
新政治经济学研究中心
信托研究中心
亚洲经济研究中心
证券研究所
政治经济学研究中心
中国（上海）自由贸易试验区建设
中国反洗钱研究中心
中国风险资本研究中心
中国经济国际竞争力研究国家哲学社会科学创新基地
中国经济研究中心
中国社会主义市场经济研究中心
中欧人文交流研究中心
资产评估中心
科技考古研究院
科学技术处
《复旦学报（自然科学版）》编辑部
成果管理办公室
成果与知识产权办公室
地方与企业合作办公室
综合管理办公室
枫林校区办公点
复旦大学科技发展战略研究中心
基础研究办公室
基地建设办公室
计划管理办公室
科技开发办公室
知识产权管理办公室
重大科技项目办公室
老干部工作处
综合事务办公室
类脑人工智能科学与技术研究院
复旦-科大智能智能机器人联合实验室
类脑芯片与片上智能系统研究院（筹）
力学与工程科学系
飞行器设计研究所
历史学系
埃及研究中心
多媒体研究中心
复旦-密西根大学社会性别研究所
公众史学研究中心
古代文明研究中心
海关史与海关文献国际研究中心
近代中国人物与档案文献研究中心
口述历史研究中心
旅游学系
全球旅游经济与文化研究中心
上海市历史教育教学研究基地
上海研究中心
世界文明史研究中心
亚洲研究中心
中国金融史研究中心
中外现代化进程研究中心
临床医学院
儿科学系
耳鼻喉科学系
妇产科学系
精神卫生学系
康复与运动医学系
口腔医学系
临床诊断学系
麻醉学系
内科学系
皮肤病与性病学系
全科医学系
神经病学系
外科学系
眼科学系
影像医学系
肿瘤学系
留学生办公室
六次产业研究院
马克思主义学院
“两新”组织党建研究（侧重于社会组织党建）
党建理论研究基地
国家意识形态建设研究中心
马克思主义研究院
中国共产党革命精神与文化资源研究中心
脑科学协同创新中心
脑科学研究院
神经生物学研究所
医学神经生物学国家重点实验室
能源材料化学协同创新中心
全球环境变化研究所
人才工作办公室
人工微结构科学与技术协同创新中心
人类表型组研究院（筹）
人力资源开发中心
人事处
博士后科研助理办公室（人才交流中心）
人才发展办公室
人才引进办公室
人才招聘办公室
人力规划与配置办公室
人事档案办公室
人事管理办公室（人才交流中心）
师资工作办公室
退休工作办公室
现代大学战略性人才资源管理研究中心
薪酬福利办公室
综合办公室（人事档案室）
人文学院
软件学院
复旦大学-英特尔联合创新中心
高速移动计算平台研究中心
上海复旦复华科技股份有限公司
复华公司
上海复旦复华药业有限公司
上海复旦后勤服务发展有限公司
安全质量监督部
宾馆管理中心
财务部
车辆服务中心
枫林物资仓库
枫林幼儿园
复旦建筑施工有限公司
供气中心
行政办公室
建筑设计研究所
人力资源部
上海东方大学城餐饮服务有限公司
上海复乐物业管理有限公司
上海高校后勤服务公司
上海医大物业管理有限公司
市场部
维修工程中心
物业服务中心
校园管理服务中心
校园接待中心
饮食服务中心
资产资源部
上海市第一妇婴保健院
上海市第一人民医院
上海市计划生育科学研究所
上海市肿瘤研究所
上海视觉艺术学院工程建设筹备办公室
上海数学中心
上海物流研究院
上海医学院
复旦大学围产医学中心
上海医学院办公室
内务办公室
外联办公室
综合办公室
上海医学院党工委
社会发展与公共政策学院
城市发展研究院
城市防灾减灾、灾害救助救济、应急管理
城市公共安全研究中心
城市与区域发展研究中心
当代社会与文化研究中心
妇女研究中心
复旦大学妇女与家庭发展政策研究基地
复旦大学民族理论政策研究基地
复旦大学民族研究中心河西学院研究基地
复旦-港大MSW/MSSM办公室
复旦-哈佛医学人类学合作研究中心
复旦-长三角城市合作研究中心
国际大都市的治理与发展研究中心
家庭发展研究中心
九州-上海发展研究中心
老龄社会与产业研究中心
民族研究中心
浦东-复旦社会发展研究中心
全国妇女/性别研究与培训基地
全球化与宗教研究中心
人口研究所
人口与发展政策研究中心
人类学民族学研究所
上海人口结构和发展趋势
上海社会工作研究中心
上海市劳动关系研究中心
上海市人口数据研究中心
社会发展研究中心
社会文化人类学研究中心
社会性别与发展研究中心
社会学系
社会治理研究中心
社会转型研究中心
心理研究中心
中国乡村发展研究中心
复旦规划建筑设计研究院
社会科学高等研究院
社会科学基础部
审计处
财务审计办公室
工程审计办公室
综合审计办公室
生命科学学院
地球科学前沿研究中心
复旦-贝勒基因组科学研究所
复旦大学-女王大学环境与可持续发展研究中心
复旦大学-西藏民族学院高原医学与基因地理学联合研究基地
复旦-交大-诺丁汉植物生物技术研发中心
复旦-曼彻斯特生物信息中心
复旦-天普联合实验室
复旦-天楹生物环保新能源联合研发中心
复旦-文安德遗传流行病学研究中心
复旦-新华扬酶制剂研究中心
复旦-张江临床基因组学联合中心实验室
国家林业局上海崇明东滩湿地生态系统定位观测研究站
环境与资源生物学系
基础教学中心
基因多样性与设计农业研究中心
进化生物学研究中心
脑科学研究中心
上海复旦生物工程公司-复旦大学联合实验室
上海工业菌株工程技术研究中心
生理学和生物物理学系
生态与进化生物学系
生物多样性和生态工程教育部重点实验室
生物多样性科学研究所
生物化学系
生物技术中心
生物统计学研究所
生物统计学与计算生物学系
天然药物研究中心
微生物学和微生物工程学系
现代人类学教育部重点实验室
遗传工程国家重点实验室
遗传及医学科学研究中心
遗传学和遗传工程系
遗传学研究所
长江河口湿地生态系统野外科学观测研究站
植物基因芯片研究开发中心
植物科学研究所
自由基调控与应用研究中心
理论生命科学研究中心
生物医学研究院
癌症研究中心
病理研究中心
出生缺陷研究中心
传染病与公共卫生研究中心
蛋白质组学与系统生物学研究所
发育生物学与出生缺陷研究所
复旦抗癌医学联合研究中心
干细胞与组织工程研究所
基因组学与表观基因组学研究所
心脑血管疾病研究中心
药物与结构生物学研究所
生物医学研究院筹备委员会
实验动物科学部
视觉艺术学院
数理研究科技创新平台
计算物质科学教育部重点实验室
数学科学学院
《数学年刊》编辑部
非线性科学研究中心
非线性数学模型与方法教育部重点实验室
复旦大学-南京军区南京总医院计算转化医学中心
复旦-通能太平精算实验室
概率与统计精算系
计算机工作站实验室
金融数学研究所
金融与控制科学系
上海市数学教育教学研究基地（中小学数学）
上海市现代应用数学重点实验室
上海市应用数学咨询开发中心
数学金融研究所
数学系
数学研究所
信息与计算科学系
应用数学系
友邦-复旦精算中心
中法应用数学研究所
太平洋金融学院
碳排放与环境大数据研究所
特殊单位汇总
体育教学部
统战部
民主党派工作办公室
民族宗教办公室
侨务办公室
上海统战理论研究基地
知识分子工作办公室
中国统一战线理论研究会上海统战基础理论研究基地/中国特色社会主义统一战线理论研究基地
图书馆
采编部
参考咨询部
古籍保护研究中心
古籍部
江湾馆
理科馆
人文、社会科学中心书库
人文社科评价研究中心
图书馆办公室
外国教材中心
文科馆
文献检索教研室
文献信息中心
系统与数字化部
医科馆
张江馆
中华古籍保护研究院
人文社科数据研究所
退休教职工管理委员会
补充金办公室
老年服务中心
老年活动中心
求是进修学院
退休教师协会
综合办公室
外国留学生工作处
综合事务办公室
国际课程办公室
奖学金与国际项目事务办公室
学生管理办公室
外国语言文学学院
北欧文学研究所
朝鲜语言文学系
大学英语教学部
德语语言文学系
俄语语言文学系
法语语言文化研究（资料）中心
法语语言文学系
翻译系
日语语言文学系
外国文学研究所
外国语言研究所
现代英语研究所
英语语言文学系
中澳创意写作中心
外事处
奥地利中心
北欧中心
出国出境服务中心
综合事务办公室
发展与研究委员会办公室
复旦-耶鲁教育合作中心
港澳台事务办公室
交流事务办公室
孔子学院办公室
上海市复旦外事管理教学培训中心
学生交流办公室
专家事务办公室
网络教育学院
微电子学院
半导体存储技术及应用研究中心
集成电路工程技术中心
集成电路工艺实验室
集成电路教学实验室
微电子学研究所
专用集成电路与系统国家重点实验室
微电子研究院
复旦-Novellus互连研究中心
微纳电子科技创新平台
文科科研处
《复旦学报（社会科学版）》编辑部
成果与综合管理办公室
规划与项目机构管理办公室
海关研究中心
基地管理办公室
思想史研究中心
长江经济带（复旦大学）发展研究院
长三角研究院
文史研究院
甘地与印度研究中心
文物与博物馆学系
博物馆建设与管理创新研究
国土与文化资源研究中心
文化遗产研究中心
中国博物馆事业建设与管理研究基地
无锡研究院
物理学系
场论和粒子物理中心
场论及粒子理论中心
复旦大学-中科院上海微系统所量子材料联合实验室
李政道物理学综合实验室
理论物理研究中心
量子调控中心
上海市物理教育教学研究基地（中学物理）
同步辐射研究中心
微纳光子结构教育部重点实验室
微纳加工和器件公共实验室
物理实验中心
应用表面物理国家重点实验室
中意联合研究实验室
微纳电子器件与量子计算机研究院
先进材料实验室
分子组装与杂化材料研究所
复旦大学-陶氏化学联合材料研究中心
复旦大学-中电熊猫平板显示技术联合中心
复旦-剑腾平板显示器材料研究中心
复旦-上海电气储能与关键材料联合实验室
复旦-真龙材料化学联合实验室
计算先进材料研究所
生物医用材料研究所
微电子相关材料研究所
先进光子材料研究所
新能源研究院
兴燃-复旦硅薄膜太阳能电池研究中心
有机信息材料研究所
先进材料与技术研究院
先进光子学材料与器件国家重点实验室
CAI多媒体研制室
常规电化教学管理室
枫林校区CAI制作室
枫林校区计算机教学实验室
计算机教学实验室
现代教育技术研究室
现代物理研究所
核科学与技术系
上海EBIT实验室
应用离子束物理教育部重点实验室
校产业或二级事业单位
电化中心
复达科技公司
复旦大学教育发展基金会
复旦管理学奖励基金会
复旦科教器材供应服务中心
教研加工服务中心
科技服务中心
科技总公司
上海复旦爆破建设工程有限公司
上海复旦创业投资有限公司
上海复旦大学后勤设施技术服务公司
上海复旦旦华科技有限公司
上海复旦枫林科技园有限公司
上海复旦高技术公司
上海复旦光华信息科技股份有限公司
上海复旦规划建筑设计研究院有限公司
上海复旦华富科技有限公司
上海复旦回天聚合物工程研发中心有限公司
上海复旦建设发展有限公司
上海复旦金融与期货研究所
上海复旦科技园股份有限公司
上海复旦科教器材服务有限公司
上海复旦量子创业投资管理有限公司
上海复旦绿源生物医药科技有限公司
上海复旦企业发展有限公司
上海复旦四维印刷有限公司
上海复旦天威信息系统有限公司
上海复旦天欣科教仪器有限公司
上海复旦天翼计算机有限公司
上海复旦网络股份有限公司
上海复旦张江生物医药股份有限公司
上海复理管理咨询有限公司
上海复贤劳动综合服务公司
上海华健医药科技公司
上海华医贸易服务公司
上海新光华科技服务有限公司
上海医大环亚药业发展有限公司
上海医大医学科技投资有限公司
上海医大仪器厂
上海医科大学校友会
上海医学生命科学研究中心有限公司
时代信息科技公司
天赐福
医学设备公司
益华科贸公司
正大管理发展中心
校园信息化办公室
网络中心
信息中心
运行服务中心
综合管理办公室
校长办公室
法律事务室
统计室
文秘室
新农村发展研究院
新闻学院
传播学系
传媒与舆情研究中心
复旦大学国家文化创新研究中心
公共传播实验室
广播电视实验室
广播电视系
广告学系
国际出版研究中心
国际公共关系研究中心
国家文化创新研究中心
媒介融合实验室
媒介素质研究中心
视觉文化研究中心
新媒体研究中心
新闻传播与媒介化社会研究国家哲学社会科学创新基地
新闻学系
新闻学研究所
新闻学院办公室
新闻研究所
信息与传播研究中心
新型自旋器件及其应用协同创新中心
信息科学与工程学院
复旦-来德照明工程技术研究中心
复旦-理朗照明电气研究中心
上照-复旦光源与照明研究中心
211实验室
MBE实验室
阿尔卡特-复旦联合实验室
波散射和遥感中心
波散射与遥感信息教育部重点实验室
电磁波信息科学教育部重点实验室
电光源研究所
电子工程系
电子工程系电子信息基础实验室
电子工程系电子学与信息实验室
电子工程系医学电子学实验室
电子信息与系统研究所
飞秒技术实验室
复旦-得易-IBM协同商务联合实验室
复旦德州仪器DSPS实验室
复旦-杭房数字房产联合研究中心
复旦汇成光通信实验室
复旦-朗讯贝尔信息科学与技术联合实验室
复旦-日立创新软件技术联合实验室
